doc,target
"hello, my name is carlos gamboa from peru, im looking for the rear fender ( body part) for mazda bt50 year 2016, hope you can help me. you can contact to me by1939380030 / wechad id : carlosgamboaperu",1
"Hello Seller,We are a company from Australia. We are very interested in your Ankle support.We kindly ask you to send us the informations about the product of the followings specifications : Material,Color,Model Number,What types of packaging do you usually use for this product?Please contact us with the answers to the questions listed above.Best RegardsMauricioUnique Products",1
hello \ Please provide quotation to the following requirement from importer -  Product Name : A2 And S26 Aptamil Baby Formula  Specifications : Made : New Zealand Quantity Required : 6 Containers Per Month Mixed Shipping Terms : CIF Destination Port : Vietnam Payment Terms : L/C Looking for suppliers from : Worldwide,1
"I'm a Product manager working along with Hadar Nussbaum, our Fashion buyer for Optimax Eyewear which is the holding company of GlassesUSA.com & OTTICA.com. GlassesUSA.com is the leading online retailer of eyewear in the US, and the 9th fastest growing E-commerceas recognized by Internet Retailer in 2016. Please feel free to visit our website. As quality is highly important for us, we would love to add your eyewear products to our extensive collections. This collaboration can surely be beneficial to both companies. do you have glow in the dark glasses cords? Please let me know what is the best way to move forward and explore this opportunity. Have a wonderful day!",1
"high tensil 12"" frame in original yellow paint work, 20""alloy 48 spoke wheels. Lay back seat post, Giro brake system. Pegs backand front. the bike is all in good conditio and ready to ride away. suitable for teenager.",0
"Howdy, Me inter is your product High elastic knit fabric exercise ankle support for, how could enviarme more information? : What is the price best that I can offer? I hope your R is Pu is ta. greetings, Julio C is Ar Aliaga Alva",1
LTSR Lithuanian Soviet Socialist Republic Flag Country Shape Vintage Hat / Pin Badge. Bargain. Plus Postage or PickUp,0
"Product name : HS80004 Cordless air compressor airbrush kit with battery operation Working Pressure : 14.5PSI Air Flow : 10L/Min Color : Customized color Application : cake decoration, nail art , airbrush makeup , Weight : 1kg/set including package charger : Yes Rubber hose : none Setting : 1Speed Certification : CE/FCC/Rohs",1
Boxed Set of 6 Cloverleaf Melamine Coasters. All with different flower scenes and in perfect condition. £4.00 Seaford Tel: 07504 6305...(click to reveal full phone number),0
"Brand new Epson Workforce WF-2860DWF inkjet printer in sealed box, this is unused and unopened and includes all original ink and accessories. Also included is a Brand-new unopened set of XL compatible inks for this printer. This was purchased for a job and was never required so hence the reason it is unopened and brand new. I do have the original purchase receipt and the warranty has not yet been registered.


£85.00 ovno - Telephone 07888 8070...(click to reveal full phone number)",0
"Large Bevelled Mirror for sale with wood frame in excellent condition

size: 90x40 cm

Can be used free stand or wall mounted. Ideal in many of your rooms – check out your outfit in the bedroom or walk-in closet, and make a last quick fix in the hallway before you leave.The etched bevelled frame brings an elegant detailed element to it.

Check out my other items today as I am having a huge clearout. You could save a lot of money !

All my items come from a smoke and pet free home!!

Click on ""See seller's other adverts"" !!

NO TEXT PLEASE!!",0
"Acoustic guitar
comes with carry bag still in box hardly used.
Comes with tuning tool.
top, back & sides: basswood - neck: nato - fingerboard & bridge: solid maple (painted) - machine heads: Nickel - finish: highgloss
Excellent condition",0
"Dear all I need offer for 60% corn meal gluten for animal feed factory CFR Libyan ports, the quantity about 12000mt/year. I need European or American origin. Regards Maher",1
"Assorted nuts, bolts, screws, assorted carpentry accessories all new or part opened boxes. Reason for sale, down sizing

£35 ono or sold as single priced packets from 50p to £2 packets, worth coming to view, could be sold at a car boot sale, See the lists added

View by appointment 01342 3222...(click to reveal full phone number) or email click to contact

Buyer collects - cash",0
"Gilt vintage handles, Made in England 5"" wide.",0
"Condition : New Type : Wood Pelletizer Power Type : Other Warranty : 12 Months After-sales Service Provided : Engineers available to service machinery overseas Name : Wood sawdust machine Capacity : 2000-3000kg/hr Power : 55-75KW Feeding hole size : 270*250mm Sieve and effects size : Customized Main shaft speed : 2400r/min Power type : Electric motor, Diesel engine,PTO Application : bio-fertilizer,fuel,wood sawdust Service : OEM ODM Delivery : 2-15days",1
"Booking Available £25 per person
Call for booking
016123296...(click to reveal full phone number)",0
Booster seat from 5 to 11 yrs,0
Do you have the bullet cameras available with B/W sensors and no IR Cut Filter (ICF)? I would like to order 5000 units,1
"Cuckoo Clock unfortunately not working so good project for somebody prepared to take it on. Bought in Germany. Apart from not working, the condition of the clock is in vgc.",0
"Round light Oak wooden table with metal legs and 4 matching chairs.

Good quality heavy set.

seat pads included if wanted

Table: 36” round

30” high",0
"saturday 29 september 2018 1.10 pm hello frank lee, good afternoon. i am interested in ordering one for myself one of your amazing looking : bphv-01 tactical ballistic protection helmet with face shield my size / head measurement is approximately 59 cm or approximately 23 inch. is this helmet available in blue? at your earliest convenience, i look forward to your reply. thank you. victor holness. in the bronx new york usa. **** telephone # 1 718 562 2742",1
"Dear Sir/Madam, Type : walnut oil Processing Type : Cold Pressed Cultivation Type : Common Use : Cooking Packaging : Can (Tinned),Bulk,Drum,Glass Bottle Grade : Top Grade Purity (%) : 100% Volume (L) : 0.5 Product Name : Walnut Oil Latin Name : Juglans regia Function : Promoting the development of the brain and nervous system Purity : 100 % Pure Nature Packaging : Bottle, Can, Drum, Plastic Container Color : A clear bright yellow oil Sample : Free Storage : Cool and dry Shelf Life : 18months",1
Great domain name NFT WHISKY.COM Plus others for sale NFT GIN.COM / NFT BEEPLE.BID / NFT CRYPTOPUNK.COM / NFT DJ.COM / NFT GRAFFITI.ART / NFT CARDS.SALE / NFT HASHMASK.COM / NFT BANKSY.ART / NFT KIM.COM / NFT KYLIE.COM NFT FANSITE.COM / NFT ARTBLOG.COM all at various prices from 2000 - 8000 pounds.Please call for more details.Thanks.,0
Switches on with sound just no picture might be OK for spares scraps. Happy to except sensible offers once viewed as want gone asap. TV is in good condition screen is perfect. No remote just TV. View collect rusthall Tunbridge wells,0
"Lovely picture of 2 cats or kittens playing under a christmas tree

non smoking household near Uckfield",0
"To fit hole 2metres by 2metres,please check your size.

FUHR mullti locking system.

Golden Oak colourand gold hinges.

Will be dismantled for carriage within two weeks.

Collection only. Sorry no offers.",0
As New Orange Flymo Electric Hedge Trimmer - used twice only £37 Tel: 01903 2457...(click to reveal full phone number),0
"Surface Handling : Gravure Printing Industrial Use : Garbage Bag Type : WOVEN BAG Sealing & Handle : Customized Custom Order : Accept Feature : Recyclable Plastic Type : PP Product Name : widely used polypropylene woven bag for construction building trash Color : white,red,yellow,green,orange,etc Usage : packing rice,corn,flour,sugar,seed,fertilizer,construction,minerals Logo : Accept Customized Logo Printing : Color printing Thickness : Customer's Damands Bottom : single stitch ,double stitch,single fold, double fold and so on Top : hot seal,single stitch ,drawstring and so on Feature : Recycled,environmental,friendly,durable",1
"Large quality Alstons 6 drawer chest. Great condition.
Slightly bow fronted design.
Height 111 cm (43.5\"")
Width 86.5 cm (34\"")
Depth 48.5 cm (19\"")
Can help with getting it into your large estate car / van.",0
CD IS BRAND NEW AND NEVER LISTENED TO ALSO IT IS A GENUINE CD,0
"HI-TECH brand - size 6
Never worn and in the original box.
Lightweight and comfortable fit - top quality walking shoes which cost £50.
Heel to toe measurement is 11 inches and sole width 4 inches.

Open to offers.

Call: 01580-715939 or 07880-722417 (Cranbrook) to view or any questions.",0
"Tall White Freezer with 5 drawers and an ice tray at the top. This is only suitable for a garage. It’s resided in a garage for the past 5 years and has surface rust spots on the front. It consists of varying shelf’s and drawers as seen in the pics. It might look shabby but it works great and stores a lot. We needed something smaller that would fit in our utility room as garage space is needed.

It measures: 142cm, Width 54.5cm, Depth 54cm.

Collection only.

£35, no offers. No texts please.",0
"Works with natural and not natural sausage casing.

Made in food grade stainless steel.

Weight: 5 kg (11 lb).

Production: 150 - 300 kg/h (330 - 661 Lb) (depending in sausage lenght and operator knolege).

Can tie any type of sausage up to 42 mm of diameter (1.65 inches).

Sausage length: Adjustable up to 20 cm (7.87 inches).

Dimesions: 35x16.5x23.5cm (13.77x6.49x9.25 inches).

Small size, can be installed in any table, any corner

More informtion at: http://imarca.com.ve/Sausage-tying-machine.php

Working video:

https://www.youtube.com/watch?v=ui9TFxJDytw

https://youtu.be/DnqHlUg0_rE",0
"Full and unused. Retails from Calor for £85

Collection from Nutley TN22 3HU

07557 0539...(click to reveal full phone number)",0
"Book case 810mm w 2.1 h £12.00 6ft 6in x 2ft 6in pine four panel door. for internal use £20.00 Also 3x sets of chrome door handles high quality and 1x set of chrome lock handles (key hole) £10.00 per set. Howdens Kitchen end panels (sage green ? ) 600mm x 2.135 m 6 available @ £18.00 ono each oak end panel 600 x1.200m also. all new. 2x leaded lights in metal frames, square lights 5 high 3 wide period oldy world material, size each 502mm wide x1.215m high in good nick,£25 each.",0
Material : Plastic Power : Battery Name : children ride on baby electric car/electric toy car for kids Battery : 6V7AH*1/6V7AH*2 Charger : 6V500Ma/12V1000Ma Motor : 2*35W N.wt./G.wt. : 1*35W/2*35W Product Size : 115*74*53 CM Carton Size : 117*63*41 CM Qtty/40HQ : 220PCS Suitable age : 3-8 years old Speed : 3-7 Km/h,1
